Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
89R_S86_R2	(11.0, 93.0)	(12.0, 1502.0)	(13.0, 3266.0)	(14.0, 3287.0)	(15.0, 2766.0)	(16.0, 2382.0)	(17.0, 2895.0)	(18.0, 4672.0)	(19.0, 8309.0)	(20.0, 10900.0)	(21.0, 12793.0)	(22.0, 14451.0)	(23.0, 17614.0)	(24.0, 22174.0)	(25.0, 30226.0)	(26.0, 43239.0)	(27.0, 65209.0)	(28.0, 96242.0)	(29.0, 147823.0)	(30.0, 221968.0)	(31.0, 343093.0)	(32.0, 536600.0)	(33.0, 939930.0)	(34.0, 1899829.0)	(35.0, 5772538.0)	(36.0, 18302314.0)	(37.0, 444580.0)
8R_S7_R1	(13.0, 1.0)	(14.0, 16.0)	(15.0, 98.0)	(16.0, 321.0)	(17.0, 561.0)	(18.0, 735.0)	(19.0, 1176.0)	(20.0, 1956.0)	(21.0, 3260.0)	(22.0, 6650.0)	(23.0, 14169.0)	(24.0, 24156.0)	(25.0, 37390.0)	(26.0, 53901.0)	(27.0, 85670.0)	(28.0, 135650.0)	(29.0, 215448.0)	(30.0, 326210.0)	(31.0, 494301.0)	(32.0, 736264.0)	(33.0, 1219328.0)	(34.0, 2409154.0)	(35.0, 7292073.0)	(36.0, 12611066.0)	(37.0, 63567.0)		
8R_S7_R2	(11.0, 220.0)	(12.0, 2977.0)	(13.0, 6207.0)	(14.0, 6285.0)	(15.0, 5760.0)	(16.0, 5107.0)	(17.0, 5429.0)	(18.0, 8485.0)	(19.0, 13134.0)	(20.0, 16098.0)	(21.0, 18724.0)	(22.0, 20673.0)	(23.0, 24248.0)	(24.0, 29159.0)	(25.0, 36989.0)	(26.0, 47494.0)	(27.0, 66613.0)	(28.0, 92881.0)	(29.0, 136839.0)	(30.0, 200993.0)	(31.0, 313028.0)	(32.0, 493669.0)	(33.0, 891192.0)	(34.0, 1895659.0)	(35.0, 5840395.0)	(36.0, 15281560.0)	(37.0, 273303.0)
90R_S87_R1	(14.0, 8.0)	(15.0, 44.0)	(16.0, 229.0)	(17.0, 486.0)	(18.0, 711.0)	(19.0, 1258.0)	(20.0, 2431.0)	(21.0, 4667.0)	(22.0, 8035.0)	(23.0, 13467.0)	(24.0, 21961.0)	(25.0, 34966.0)	(26.0, 54907.0)	(27.0, 89649.0)	(28.0, 141458.0)	(29.0, 217480.0)	(30.0, 313380.0)	(31.0, 448174.0)	(32.0, 617938.0)	(33.0, 893730.0)	(34.0, 1435398.0)	(35.0, 3619352.0)	(36.0, 21579851.0)	(37.0, 469065.0)			
90R_S87_R2	(11.0, 9.0)	(12.0, 448.0)	(13.0, 2090.0)	(14.0, 3226.0)	(15.0, 3357.0)	(16.0, 3170.0)	(17.0, 3350.0)	(18.0, 4994.0)	(19.0, 8205.0)	(20.0, 11008.0)	(21.0, 13508.0)	(22.0, 18179.0)	(23.0, 29102.0)	(24.0, 46632.0)	(25.0, 68691.0)	(26.0, 92823.0)	(27.0, 127152.0)	(28.0, 171569.0)	(29.0, 234539.0)	(30.0, 317684.0)	(31.0, 444671.0)	(32.0, 635128.0)	(33.0, 1012173.0)	(34.0, 1900496.0)	(35.0, 5483841.0)	(36.0, 18999166.0)	(37.0, 333434.0)
91R_S88_R1	(14.0, 30.0)	(15.0, 336.0)	(16.0, 1751.0)	(17.0, 3059.0)	(18.0, 2884.0)	(19.0, 3573.0)	(20.0, 5718.0)	(21.0, 7094.0)	(22.0, 9607.0)	(23.0, 16014.0)	(24.0, 23943.0)	(25.0, 31596.0)	(26.0, 37223.0)	(27.0, 49036.0)	(28.0, 68574.0)	(29.0, 102129.0)	(30.0, 146395.0)	(31.0, 208443.0)	(32.0, 280694.0)	(33.0, 404857.0)	(34.0, 659034.0)	(35.0, 1669434.0)	(36.0, 9199060.0)	(37.0, 193386.0)			
91R_S88_R2	(11.0, 149.0)	(12.0, 1733.0)	(13.0, 3098.0)	(14.0, 3172.0)	(15.0, 2968.0)	(16.0, 3228.0)	(17.0, 4497.0)	(18.0, 7026.0)	(19.0, 10688.0)	(20.0, 14351.0)	(21.0, 19202.0)	(22.0, 23007.0)	(23.0, 30591.0)	(24.0, 37449.0)	(25.0, 42094.0)	(26.0, 44582.0)	(27.0, 53577.0)	(28.0, 67658.0)	(29.0, 90708.0)	(30.0, 122820.0)	(31.0, 175375.0)	(32.0, 254951.0)	(33.0, 423978.0)	(34.0, 830423.0)	(35.0, 2512880.0)	(36.0, 8206508.0)	(37.0, 137157.0)
92R_S89_R1	(13.0, 17.0)	(14.0, 148.0)	(15.0, 451.0)	(16.0, 1651.0)	(17.0, 3229.0)	(18.0, 3448.0)	(19.0, 3103.0)	(20.0, 3299.0)	(21.0, 3421.0)	(22.0, 4291.0)	(23.0, 7375.0)	(24.0, 12478.0)	(25.0, 20123.0)	(26.0, 31977.0)	(27.0, 52900.0)	(28.0, 85697.0)	(29.0, 136525.0)	(30.0, 201452.0)	(31.0, 291659.0)	(32.0, 401821.0)	(33.0, 584377.0)	(34.0, 925406.0)	(35.0, 2240638.0)	(36.0, 16757381.0)	(37.0, 511526.0)		
92R_S89_R2	(11.0, 89.0)	(12.0, 1570.0)	(13.0, 3228.0)	(14.0, 3269.0)	(15.0, 2999.0)	(16.0, 2953.0)	(17.0, 4222.0)	(18.0, 7158.0)	(19.0, 10441.0)	(20.0, 12271.0)	(21.0, 14412.0)	(22.0, 17097.0)	(23.0, 23944.0)	(24.0, 35698.0)	(25.0, 49396.0)	(26.0, 65672.0)	(27.0, 90605.0)	(28.0, 122004.0)	(29.0, 169371.0)	(30.0, 229854.0)	(31.0, 323045.0)	(32.0, 455531.0)	(33.0, 720491.0)	(34.0, 1329651.0)	(35.0, 3872085.0)	(36.0, 14417737.0)	(37.0, 299600.0)
93R_S90_R1	(13.0, 19.0)	(14.0, 244.0)	(15.0, 1002.0)	(16.0, 3400.0)	(17.0, 6899.0)	(18.0, 8044.0)	(19.0, 8511.0)	(20.0, 8830.0)	(21.0, 9016.0)	(22.0, 9461.0)	(23.0, 12527.0)	(24.0, 17649.0)	(25.0, 25616.0)	(26.0, 36536.0)	(27.0, 57538.0)	(28.0, 90256.0)	(29.0, 141972.0)	(30.0, 209056.0)	(31.0, 301922.0)	(32.0, 419352.0)	(33.0, 622210.0)	(34.0, 1046318.0)	(35.0, 2934385.0)	(36.0, 13074385.0)	(37.0, 163798.0)		
93R_S90_R2	(11.0, 119.0)	(12.0, 1815.0)	(13.0, 3787.0)	(14.0, 3973.0)	(15.0, 3683.0)	(16.0, 4224.0)	(17.0, 6370.0)	(18.0, 11199.0)	(19.0, 16733.0)	(20.0, 19678.0)	(21.0, 21232.0)	(22.0, 22817.0)	(23.0, 25829.0)	(24.0, 30103.0)	(25.0, 36603.0)	(26.0, 46066.0)	(27.0, 62589.0)	(28.0, 86578.0)	(29.0, 123096.0)	(30.0, 172344.0)	(31.0, 250947.0)	(32.0, 370070.0)	(33.0, 615496.0)	(34.0, 1206984.0)	(35.0, 3717621.0)	(36.0, 12070659.0)	(37.0, 278331.0)
94R_S91_R1	(13.0, 2.0)	(14.0, 64.0)	(15.0, 789.0)	(16.0, 3844.0)	(17.0, 6667.0)	(18.0, 5672.0)	(19.0, 5178.0)	(20.0, 6378.0)	(21.0, 6269.0)	(22.0, 6673.0)	(23.0, 10862.0)	(24.0, 17312.0)	(25.0, 25944.0)	(26.0, 36777.0)	(27.0, 54938.0)	(28.0, 84462.0)	(29.0, 130440.0)	(30.0, 188869.0)	(31.0, 269479.0)	(32.0, 364374.0)	(33.0, 523226.0)	(34.0, 820348.0)	(35.0, 1928470.0)	(36.0, 15470043.0)	(37.0, 664717.0)		
94R_S91_R2	(11.0, 8.0)	(12.0, 548.0)	(13.0, 2034.0)	(14.0, 2736.0)	(15.0, 3005.0)	(16.0, 4123.0)	(17.0, 6439.0)	(18.0, 9981.0)	(19.0, 14514.0)	(20.0, 18228.0)	(21.0, 23452.0)	(22.0, 28661.0)	(23.0, 34698.0)	(24.0, 42293.0)	(25.0, 53755.0)	(26.0, 66306.0)	(27.0, 87417.0)	(28.0, 116555.0)	(29.0, 158868.0)	(30.0, 212426.0)	(31.0, 292826.0)	(32.0, 408062.0)	(33.0, 628966.0)	(34.0, 1140618.0)	(35.0, 3333347.0)	(36.0, 13427335.0)	(37.0, 514596.0)
95R_S92_R1	(13.0, 7.0)	(14.0, 58.0)	(15.0, 254.0)	(16.0, 1045.0)	(17.0, 2279.0)	(18.0, 2918.0)	(19.0, 4316.0)	(20.0, 7938.0)	(21.0, 12105.0)	(22.0, 14474.0)	(23.0, 17368.0)	(24.0, 23254.0)	(25.0, 33874.0)	(26.0, 51513.0)	(27.0, 80321.0)	(28.0, 122664.0)	(29.0, 186251.0)	(30.0, 269701.0)	(31.0, 378867.0)	(32.0, 515504.0)	(33.0, 743311.0)	(34.0, 1166937.0)	(35.0, 2733996.0)	(36.0, 19247581.0)	(37.0, 713675.0)		
95R_S92_R2	(11.0, 80.0)	(12.0, 1205.0)	(13.0, 2747.0)	(14.0, 3112.0)	(15.0, 3017.0)	(16.0, 2882.0)	(17.0, 3343.0)	(18.0, 5387.0)	(19.0, 8398.0)	(20.0, 11835.0)	(21.0, 15379.0)	(22.0, 19826.0)	(23.0, 29645.0)	(24.0, 43041.0)	(25.0, 59417.0)	(26.0, 78036.0)	(27.0, 105656.0)	(28.0, 141707.0)	(29.0, 192962.0)	(30.0, 258426.0)	(31.0, 362001.0)	(32.0, 507252.0)	(33.0, 798597.0)	(34.0, 1453938.0)	(35.0, 4253755.0)	(36.0, 17615496.0)	(37.0, 353071.0)
96R_S93_R1	(13.0, 12.0)	(14.0, 193.0)	(15.0, 817.0)	(16.0, 2642.0)	(17.0, 4899.0)	(18.0, 5093.0)	(19.0, 6022.0)	(20.0, 8091.0)	(21.0, 10311.0)	(22.0, 13118.0)	(23.0, 17930.0)	(24.0, 23787.0)	(25.0, 32710.0)	(26.0, 45087.0)	(27.0, 67113.0)	(28.0, 100951.0)	(29.0, 152646.0)	(30.0, 220335.0)	(31.0, 305303.0)	(32.0, 400232.0)	(33.0, 555209.0)	(34.0, 848955.0)	(35.0, 1992501.0)	(36.0, 16361272.0)	(37.0, 711788.0)		
96R_S93_R2	(11.0, 93.0)	(12.0, 1492.0)	(13.0, 2904.0)	(14.0, 3130.0)	(15.0, 2954.0)	(16.0, 3441.0)	(17.0, 5591.0)	(18.0, 9233.0)	(19.0, 14844.0)	(20.0, 19617.0)	(21.0, 23275.0)	(22.0, 27483.0)	(23.0, 37989.0)	(24.0, 52311.0)	(25.0, 68658.0)	(26.0, 84146.0)	(27.0, 109860.0)	(28.0, 141660.0)	(29.0, 188054.0)	(30.0, 245629.0)	(31.0, 332308.0)	(32.0, 457141.0)	(33.0, 706998.0)	(34.0, 1289417.0)	(35.0, 3784454.0)	(36.0, 14030366.0)	(37.0, 243969.0)
9R_S9_R1	(13.0, 30.0)	(14.0, 384.0)	(15.0, 843.0)	(16.0, 2297.0)	(17.0, 4894.0)	(18.0, 5232.0)	(19.0, 4506.0)	(20.0, 3877.0)	(21.0, 3787.0)	(22.0, 5002.0)	(23.0, 8336.0)	(24.0, 14059.0)	(25.0, 22949.0)	(26.0, 35299.0)	(27.0, 56406.0)	(28.0, 89044.0)	(29.0, 138115.0)	(30.0, 199651.0)	(31.0, 284779.0)	(32.0, 387529.0)	(33.0, 557206.0)	(34.0, 862923.0)	(35.0, 2005373.0)	(36.0, 17115817.0)	(37.0, 674547.0)		
9R_S9_R2	(11.0, 110.0)	(12.0, 1702.0)	(13.0, 3951.0)	(14.0, 4000.0)	(15.0, 4055.0)	(16.0, 4545.0)	(17.0, 6633.0)	(18.0, 10334.0)	(19.0, 14529.0)	(20.0, 16156.0)	(21.0, 17364.0)	(22.0, 20216.0)	(23.0, 29619.0)	(24.0, 44032.0)	(25.0, 61955.0)	(26.0, 79854.0)	(27.0, 106503.0)	(28.0, 140936.0)	(29.0, 188508.0)	(30.0, 249274.0)	(31.0, 339689.0)	(32.0, 464001.0)	(33.0, 707743.0)	(34.0, 1251862.0)	(35.0, 3620075.0)	(36.0, 14652791.0)	(37.0, 442448.0)
